brand,population,slice,day,n_users,n_cost_dates,sum_cum,actual_arpu,actual_ratio,actual_arpu_120
lonestar,Blended,2026-04-14,116,2184,1,127874.0,58.5503663003663,0.9847047872389576,59.45981684981685
lonestar,Blended,2026-04-14,117,2184,1,128431.75,58.805746336996336,0.9889997893119556,59.45981684981685
lonestar,Blended,2026-04-14,118,2184,1,128866.47,59.004793956043954,0.992347388238309,59.45981684981685
lonestar,Blended,2026-04-14,119,2184,1,129860.24,59.45981684981685,1.0,59.45981684981685
lonestar,Blended,2026-04-14,120,2184,1,129860.24,59.45981684981685,1.0,59.45981684981685
lonestar,Blended,2026-04-11,1,2527,1,7961.37,3.1505223585278985,0.1181247042753933,26.67115552037989
lonestar,Blended,2026-04-11,2,2527,1,10769.72,4.2618599129402455,0.1597928484832119,26.67115552037989
lonestar,Blended,2026-04-11,3,2527,1,11855.68,4.691602690937871,0.1759054903846567,26.67115552037989
lonestar,Blended,2026-04-11,4,2527,1,13208.43,5.226921250494658,0.1959765577648361,26.67115552037989
lonestar,Blended,2026-04-11,5,2527,1,14374.0,5.688167787890779,0.2132703918112715,26.67115552037989
lonestar,Blended,2026-04-11,6,2527,1,16489.43,6.525298773248912,0.244657520303641,26.67115552037989
lonestar,Blended,2026-04-11,7,2527,1,17657.06,6.987360506529482,0.2619819190507257,26.67115552037989
lonestar,Blended,2026-04-11,8,2527,1,19456.12,7.699295607439652,0.288674992036115,26.67115552037989
lonestar,Blended,2026-04-11,9,2527,1,22447.75,8.883161851998418,0.3330625043677106,26.67115552037989
lonestar,Blended,2026-04-11,10,2527,1,22926.48,9.072607835377918,0.3401655330773119,26.67115552037989
lonestar,Blended,2026-04-11,11,2527,1,23609.22,9.342785912148791,0.3502955057575142,26.67115552037989
lonestar,Blended,2026-04-11,12,2527,1,23962.06,9.482413929560744,0.3555306751638513,26.67115552037989
lonestar,Blended,2026-04-11,13,2527,1,24372.87,9.644982192322912,0.3616259589860294,26.67115552037989
lonestar,Blended,2026-04-11,14,2527,1,24871.73,9.84239414325287,0.3690276612024599,26.67115552037989
lonestar,Blended,2026-04-11,15,2527,1,25785.59,10.204032449544917,0.3825868152486995,26.67115552037989
lonestar,Blended,2026-04-11,16,2527,1,26844.4,10.623031262366442,0.3982966262653749,26.67115552037989
lonestar,Blended,2026-04-11,17,2527,1,27600.22,10.922129006727346,0.4095109039569566,26.67115552037989
lonestar,Blended,2026-04-11,18,2527,1,28311.67,11.203668381480016,0.4200668536059151,26.67115552037989
lonestar,Blended,2026-04-11,19,2527,1,28682.55,11.350435298773249,0.4255696867014323,26.67115552037989
lonestar,Blended,2026-04-11,20,2527,1,29646.57,11.731923229125446,0.439873076371246,26.67115552037989
lonestar,Blended,2026-04-11,21,2527,1,31233.43,12.359885239414323,0.463417688445104,26.67115552037989
lonestar,Blended,2026-04-11,22,2527,1,31826.89,12.594732884843689,0.4722229929340644,26.67115552037989
lonestar,Blended,2026-04-11,23,2527,1,32369.71,12.8095409576573,0.4802769399274549,26.67115552037989
lonestar,Blended,2026-04-11,24,2527,1,32558.25,12.884151167392163,0.4830743518985205,26.67115552037989
lonestar,Blended,2026-04-11,25,2527,1,33210.19,13.14214087851207,0.4927473377923176,26.67115552037989
lonestar,Blended,2026-04-11,26,2527,1,33617.04,13.303142065690542,0.4987838661705294,26.67115552037989
lonestar,Blended,2026-04-11,27,2527,1,34310.75,13.57766125840918,0.5090766033003052,26.67115552037989
lonestar,Blended,2026-04-11,28,2527,1,34547.64,13.67140482785912,0.5125913955026269,26.67115552037989
lonestar,Blended,2026-04-11,29,2527,1,34899.1,13.810486743173724,0.5178060895269757,26.67115552037989
lonestar,Blended,2026-04-11,30,2527,1,35214.05,13.93512069647804,0.5224790761626346,26.67115552037989
lonestar,Blended,2026-04-11,31,2527,1,35550.94,14.06843688167788,0.5274775916974404,26.67115552037989
lonestar,Blended,2026-04-11,32,2527,1,35879.37,14.19840522358528,0.532350584238318,26.67115552037989
lonestar,Blended,2026-04-11,33,2527,1,36245.82,14.343419074000792,0.5377876883902063,26.67115552037989
lonestar,Blended,2026-04-11,34,2527,1,36789.44,14.558543727740403,0.5458535051702567,26.67115552037989
lonestar,Blended,2026-04-11,35,2527,1,38147.58,15.09599525128611,0.5660045452380568,26.67115552037989
lonestar,Blended,2026-04-11,36,2527,1,39000.35,15.433458646616542,0.5786572927004818,26.67115552037989
lonestar,Blended,2026-04-11,37,2527,1,39275.2,15.542223981005144,0.5827353062798145,26.67115552037989
lonestar,Blended,2026-04-11,38,2527,1,39595.06,15.668800949742778,0.5874811437310984,26.67115552037989
