brand,population,slice,day,n_users,n_cost_dates,sum_cum,actual_arpu,actual_ratio,actual_arpu_dstar,d_star,shape_ok
lonestar,App,launch_day,29,208,1,6080.72,29.23423076923077,0.9983614362881114,29.28221153846154,33,True
lonestar,App,launch_day,30,208,1,6085.71,29.258221153846154,0.9991807181440557,29.28221153846154,33,True
lonestar,App,launch_day,31,208,1,6085.71,29.258221153846154,0.9991807181440557,29.28221153846154,33,True
lonestar,App,launch_day,32,208,1,6090.7,29.28221153846154,1.0,29.28221153846154,33,True
lonestar,App,launch_day,33,208,1,6090.7,29.28221153846154,1.0,29.28221153846154,33,True
lonestar,App,launch_week,1,2000,7,12780.349999999999,6.390174999999999,0.1487017805794277,42.97309,27,True
lonestar,App,launch_week,2,2000,7,18728.39,9.364195,0.21790834682821275,42.97309,27,True
lonestar,App,launch_week,3,2000,7,21230.09,10.615045,0.24701609774861433,42.97309,27,True
lonestar,App,launch_week,4,2000,7,31498.500000000004,15.749250000000002,0.3664909830780147,42.97309,27,True
lonestar,App,launch_week,5,2000,7,33222.23,16.611115,0.3865469064477328,42.97309,27,True
lonestar,App,launch_week,6,2000,7,34064.079999999994,17.03204,0.39634198983596475,42.97309,27,True
lonestar,App,launch_week,7,2000,7,35738.89,17.869445,0.41582871978719704,42.97309,27,True
lonestar,App,launch_week,8,2000,7,37971.8,18.9859,0.4418090484068053,42.97309,27,True
lonestar,App,launch_week,9,2000,7,39713.51,19.856755,0.46207417246467497,42.97309,27,True
lonestar,App,launch_week,10,2000,7,40145.68,20.07284,0.46710255185279903,42.97309,27,True
lonestar,App,launch_week,11,2000,7,44387.44,22.193720000000003,0.5164562287701444,42.97309,27,True
lonestar,App,launch_week,12,2000,7,46329.920000000006,23.164960000000004,0.5390573496111172,42.97309,27,True
lonestar,App,launch_week,13,2000,7,47673.67,23.836835,0.5546921340773959,42.97309,27,True
lonestar,App,launch_week,14,2000,7,49178.57,24.589285,0.5722019291607842,42.97309,27,True
lonestar,App,launch_week,15,2000,7,50210.41,25.105205,0.5842075820007359,42.97309,27,True
lonestar,App,launch_week,16,2000,7,50754.21,25.377105,0.5905347974744195,42.97309,27,True
lonestar,App,launch_week,17,2000,7,51218.30000000001,25.609150000000007,0.5959345720775492,42.97309,27,True
lonestar,App,launch_week,18,2000,7,52977.94,26.488970000000002,0.6164083150641484,42.97309,27,True
lonestar,App,launch_week,19,2000,7,56808.76,28.40438,0.6609806276439512,42.97309,27,True
lonestar,App,launch_week,20,2000,7,57082.11000000001,28.541055000000004,0.664161106404031,42.97309,27,True
lonestar,App,launch_week,21,2000,7,61299.960000000014,30.649980000000006,0.7132365859657754,42.97309,27,True
lonestar,App,launch_week,22,2000,7,70222.95999999999,35.11147999999999,0.8170573724160863,42.97309,27,True
lonestar,App,launch_week,23,2000,7,77828.80999999998,38.914404999999995,0.9055528704126232,42.97309,27,True
lonestar,App,launch_week,24,2000,7,80399.71,40.19985500000001,0.9354657763730746,42.97309,27,True
lonestar,App,launch_week,25,2000,7,82258.73999999999,41.129369999999994,0.9570959407387273,42.97309,27,True
lonestar,App,launch_week,26,2000,7,85545.28,42.77264,0.9953354529543955,42.97309,27,True
lonestar,App,launch_week,27,2000,7,85946.18,42.97309,1.0,42.97309,27,True
